,Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,X_res,Y_res,ppi,IPS,Touchscreen,HDD,SSD,Hybrid,Flash_Storage
831,Lenovo,Ultrabook,14.0,IPS Panel Quad HD+ 2560x1440,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.1,186622,2560,1440,209.8,1,0,0,512,0,0
832,Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5,4,1TB HDD,Nvidia GeForce,Linux,2.1,46144,1920,1080,141.21,0,0,1,0,0,0
833,Lenovo,Notebook,14.0,Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.7,105447,1920,1080,157.35,0,0,0,256,0,0
834,Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.32,146702,1920,1080,157.35,1,0,0,256,0,0
835,Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.21,246692,1920,1080,141.21,0,0,1,256,0,0
836,Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.9,215073,1920,1080,127.34,0,0,1,256,0,0
837,Toshiba,Notebook,15.6,1366x768,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,2.0,59481,1366,768,100.45,0,0,500,0,0,0
838,Lenovo,Notebook,14.0,1366x768,Other Intel Processor,4,16GB Flash Storage,Intel HD,Chrome OS,1.5,28896,1366,768,111.94,0,0,0,0,0,16
839,Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5,8,128GB HDD,Intel HD,Windows 10,2.3,52457,1920,1080,141.21,0,0,128,0,0,0
840,Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7,16,512GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.73,159949,1920,1080,127.34,0,0,1,512,0,0
841,Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7,32,512GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.42,273211,1920,1080,127.34,1,0,1,512,0,0
842,HP,Notebook,17.3,1600x900,Intel Core i5,8,1TB HDD,Nvidia GeForce,Windows 10,2.63,80908,1600,900,106.11,0,0,1,0,0,0
843,Dell,Notebook,15.6,1366x768,Intel Core i5,8,128GB SSD,Intel HD,Windows 10,2.18,63481,1366,768,100.45,0,0,0,128,0,0
844,HP,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7,8,512GB SSD,Intel HD,Windows 7,1.54,166262,1920,1080,157.35,0,0,0,512,0,0
845,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7,4,256GB SSD,AMD Radeon,Windows 10,2.18,65704,1920,1080,141.21,0,0,0,256,0,0
846,HP,2 in 1 Convertible,11.6,Touchscreen 1366x768,Other Intel Processor,4,32GB Flash Storage,Intel HD,Chrome OS,1.4,54680,1366,768,135.09,0,1,0,0,0,32
847,Asus,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5,8,512GB SSD,Nvidia GeForce,Windows 10,1.45,91222,1920,1080,165.63,1,0,0,512,0,0
848,HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.28,202448,1920,1080,165.63,0,1,0,256,0,0
849,HP,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.54,130520,1920,1080,157.35,0,0,0,512,0,0
850,HP,Notebook,15.6,1366x768,Other Intel Processor,4,128GB SSD,Intel HD,No OS,1.86,26584,1366,768,100.45,0,0,0,128,0,0
851,Asus,Gaming,15.6,Full HD 1920x1080,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.1,168840,1920,1080,141.21,0,0,1,128,0,0
852,Dell,Notebook,17.3,Full HD 1920x1080,Intel Core i7,8,1TB HDD,AMD Radeon,Linux,2.83,76907,1920,1080,127.34,0,0,1,0,0,0
853,Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows 10,1.96,169196,1920,1080,157.35,1,0,0,256,0,0
854,Asus,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows 10,2.3,69972,1920,1080,141.21,1,0,0,256,0,0
855,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5,8,128GB SSD,Intel HD,Windows 10,1.9,84020,1920,1080,141.21,0,0,0,128,0,0
856,Asus,Notebook,15.6,1366x768,Other Intel Processor,4,1TB HDD,Intel HD,Windows 10,2.0,39921,1366,768,100.45,0,0,1,0,0,0
857,HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.28,227521,1920,1080,165.63,0,1,0,256,0,0
858,Dell,Notebook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5,8,1TB HDD,Intel HD,Windows 10,1.62,57703,1920,1080,165.63,0,1,1,0,0,0
859,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3,4,1TB HDD,Intel HD,No OS,2.2,41699,1920,1080,141.21,0,0,1,0,0,0
860,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5,8,1TB HDD,Intel HD,Windows 10,2.3,75632,1920,1080,141.21,1,0,1,0,0,0
861,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5,8,256GB SSD,AMD Radeon,Windows 10,1.84,119940,1920,1080,141.21,0,0,0,256,0,0
862,Toshiba,Notebook,13.3,Full HD 1920x1080,Intel Core i5,4,128GB SSD,Intel HD,Windows 10,1.05,114249,1920,1080,165.63,0,0,0,128,0,0
863,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5,8,1TB HDD,Nvidia GeForce,No OS,2.5,90421,1920,1080,141.21,1,0,1,0,0,0
864,Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7,16,512GB SSD,Intel Iris,Windows 10,1.29,199158,3200,1800,276.05,0,1,0,512,0,0
865,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.07,80908,1920,1080,141.21,0,0,500,0,0,0
866,Toshiba,Ultrabook,13.3,1366x768,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.2,97356,1366,768,117.83,0,0,0,256,0,0
867,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.37,173374,1920,1080,165.63,1,1,0,256,0,0
868,Acer,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.56,80197,1920,1080,157.35,1,0,0,256,0,0
869,Dell,Workstation,15.6,Full HD 1920x1080,Intel Core i7,8,1TB HDD,Nvidia Quadro,Windows 10,2.23,158082,1920,1080,141.21,0,0,1,0,0,0
870,Lenovo,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.38,93800,1366,768,100.45,0,0,500,0,0,0
871,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3,4,1TB HDD,AMD Radeon,No OS,2.2,42588,1920,1080,141.21,0,0,1,0,0,0
872,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,2.0,123407,1920,1080,141.21,1,0,0,256,0,0
873,Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i3,4,180GB SSD,Intel HD,Windows 10,1.44,65349,1920,1080,165.63,1,0,0,180,0,0
875,Dell,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.6,150258,1920,1080,176.23,0,0,0,256,0,0
876,Asus,Notebook,15.6,1366x768,Other Intel Processor,4,1TB HDD,Intel HD,Linux,2.0,35474,1366,768,100.45,0,0,1,0,0,0
878,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5,4,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.18,81130,1920,1080,141.21,0,0,1,128,0,0
879,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,2.04,74595,1920,1080,141.21,0,0,0,256,0,0
880,HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,1.28,151147,1920,1080,165.63,0,1,0,256,0,0
881,HP,2 in 1 Convertible,15.6,Touchscreen 1366x768,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.3,60886,1366,768,100.45,0,1,500,0,0,0
883,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,2.2,59481,1920,1080,141.21,1,0,1,0,0,0
884,Dell,Notebook,15.6,1366x768,Other Intel Processor,4,500GB HDD,Intel HD,Windows 10,2.2,32808,1366,768,100.45,0,0,500,0,0,0
885,HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,1.28,159949,1920,1080,165.63,0,1,0,256,0,0
886,Dell,Notebook,15.6,1366x768,Intel Core i3,4,1TB HDD,AMD Radeon,Linux,2.18,40516,1366,768,100.45,0,0,1,0,0,0
887,Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i5,12,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.2,121798,1920,1080,127.34,0,0,1,128,0,0
888,Acer,Netbook,11.6,IPS Panel 1366x768,Other Intel Processor,4,32GB Flash Storage,Intel HD,Chrome OS,1.25,26406,1366,768,135.09,1,0,0,0,0,32
889,Lenovo,Notebook,17.3,1600x900,AMD A-Series,4,500GB HDD,AMD Radeon,Windows 10,2.8,33697,1600,900,106.11,0,0,500,0,0,0
890,HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5,4,128GB SSD,Intel HD,Windows 10,1.95,112471,1920,1080,157.35,0,0,0,128,0,0
891,HP,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7,16,256GB SSD,Intel HD,Windows 10,1.42,124385,3200,1800,276.05,0,1,0,256,0,0
893,Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.32,159949,1920,1080,157.35,1,0,0,256,0,0
894,MSI,Gaming,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7,16,512GB SSD +  2TB HDD,Nvidia GeForce,Windows 10,2.43,235523,3840,2160,254.67,1,0,2,512,0,0
895,Toshiba,Notebook,13.3,Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.05,131142,1920,1080,165.63,0,0,0,256,0,0
896,Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce,Linux,2.62,82597,1920,1080,141.21,0,0,1,0,0,0
897,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,2.04,80019,1920,1080,141.21,0,0,1,0,0,0
898,Dell,Notebook,15.6,1366x768,Intel Core i3,4,1TB HDD,AMD Radeon,Windows 10,2.18,54591,1366,768,100.45,0,0,1,0,0,0
899,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5,8,500GB HDD,Intel HD,Windows 10,1.9,83131,1920,1080,141.21,0,0,500,0,0,0
900,Dell,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.24,178985,3200,1800,276.05,0,1,0,512,0,0
901,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7,32,256GB SSD +  256GB SSD,Nvidia GeForce,Windows 10,3.58,113716,1920,1080,127.34,1,0,0,512,0,0
902,Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7,16,256GB SSD,Intel HD,Windows 10,1.22,146613,1920,1080,165.63,0,1,0,256,0,0
903,Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7,8,256GB Flash Storage,Intel HD,Windows 10,1.13,182177,1920,1080,157.35,1,0,0,0,0,256
904,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5,8,512GB SSD,Intel HD,Windows 10,1.95,174529,1920,1080,141.21,1,0,0,512,0,0
906,HP,Netbook,12.5,Full HD 1920x1080,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.26,131854,1920,1080,176.23,0,0,0,512,0,0
907,Acer,Notebook,15.6,IPS Panel Full HD 1920x1080,Other Intel Processor,4,16GB Flash Storage,Intel HD,Chrome OS,2.2,31919,1920,1080,141.21,1,0,0,0,0,16
908,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.6,70150,1920,1080,141.21,1,0,1,128,0,0
910,Dell,Notebook,14.0,Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.6,107137,1920,1080,157.35,0,0,0,256,0,0
911,HP,Ultrabook,12.5,4K Ultra HD / Touchscreen 3840x2160,Other Intel Processor,8,240GB SSD,Intel HD,Windows 10,1.09,275621,3840,2160,352.47,0,1,0,240,0,0
912,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7,6,256GB SSD,Nvidia GeForce,Windows 10,2.2,70150,1920,1080,141.21,0,0,0,256,0,0
913,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows 10,2.04,90598,1920,1080,141.21,0,0,0,256,0,0
914,Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i3,4,1TB HDD,Intel HD,Windows 10,2.4,44366,1920,1080,141.21,0,0,1,0,0,0
915,Lenovo,Notebook,13.3,Full HD 1920x1080,Intel Core i5,4,128GB SSD,Intel HD,Windows 10,1.44,78330,1920,1080,165.63,0,0,0,128,0,0
916,HP,Notebook,13.3,Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.49,85354,1920,1080,165.63,0,0,0,256,0,0
917,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.7,142167,1920,1080,127.34,0,0,1,256,0,0
918,Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.6,119940,1920,1080,141.21,0,0,1,128,0,0
919,MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.2,99571,1920,1080,141.21,0,0,1,128,0,0
920,Dell,Notebook,15.6,1366x768,Intel Core i5,4,1TB HDD,AMD Radeon,Windows 10,2.18,60902,1366,768,100.45,0,0,1,0,0,0
921,HP,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7,8,256GB SSD,AMD Radeon,Windows 10,1.84,115315,1920,1080,141.21,0,0,0,256,0,0
922,HP,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.39,102158,3200,1800,276.05,0,1,0,256,0,0
923,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7,16,256GB SSD,Nvidia GeForce,Windows 10,2.4,175597,1920,1080,141.21,1,0,0,256,0,0
924,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5,8,512GB SSD,Intel HD,Windows 10,1.37,162261,1920,1080,165.63,1,1,0,512,0,0
925,Dell,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.95,64895,1366,768,100.45,0,0,500,0,0,0
926,Lenovo,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.36,146702,1920,1080,176.23,1,0,0,256,0,0
927,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.31,103580,1920,1080,141.21,0,0,0,256,0,0
928,Dell,Notebook,15.6,1366x768,Intel Core i5,4,1TB HDD,Intel HD,Windows 10,2.18,62954,1366,768,100.45,0,0,1,0,0,0
929,HP,Notebook,14.0,1366x768,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.95,102158,1366,768,111.94,0,0,500,0,0,0
930,Lenovo,Notebook,15.6,1366x768,Other Intel Processor,4,1TB HDD,Intel HD,Windows 10,2.2,27473,1366,768,100.45,0,0,1,0,0,0
931,HP,Ultrabook,12.5,Full HD 1920x1080,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.26,140389,1920,1080,176.23,0,0,500,0,0,0
932,HP,Notebook,15.6,1366x768,Other Intel Processor,4,1TB HDD,Intel HD,No OS,1.86,25686,1366,768,100.45,0,0,1,0,0,0
933,Lenovo,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i7,16,1TB SSD,Intel Iris,Windows 10,1.3,159949,3200,1800,276.05,1,1,0,1,0,0
934,Toshiba,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5,4,128GB SSD,Intel HD,Windows 10,1.47,98246,1920,1080,157.35,1,0,0,128,0,0
935,HP,Netbook,12.5,Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.26,148391,1920,1080,176.23,0,0,0,256,0,0
936,Dell,Notebook,15.6,1366x768,Intel Core i3,4,1TB HDD,Intel HD,Windows 10,2.18,49665,1366,768,100.45,0,0,1,0,0,0
937,MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.2,106603,1920,1080,141.21,0,0,1,128,0,0
938,Dell,Ultrabook,14.0,Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.36,145723,1920,1080,157.35,0,0,0,256,0,0
939,Dell,Gaming,17.3,2560x1440,Intel Core i7,16,512GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.36,245214,2560,1440,169.78,0,0,1,512,0,0
940,HP,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.75,124385,1920,1080,127.34,1,0,1,128,0,0
941,Asus,Notebook,17.3,1600x900,Other Intel Processor,4,1TB HDD,Nvidia GeForce,Windows 10,2.8,47122,1600,900,106.11,0,0,1,0,0,0
942,Acer,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.23,55035,1366,768,100.45,0,0,500,0,0,0
943,Toshiba,Notebook,15.6,1366x768,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.2,99490,1366,768,100.45,0,0,0,256,0,0
945,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,AMD F-Series,16,512GB SSD +  1TB HDD,AMD Radeon,Windows 10,2.5,88821,1920,1080,141.21,1,0,1,512,0,0
946,Dell,Ultrabook,12.5,Full HD / Touchscreen 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.36,130893,1920,1080,176.23,0,1,0,256,0,0
947,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce,No OS,2.2,60903,1920,1080,141.21,0,0,1,0,0,0
948,Dell,Notebook,17.3,1600x900,Intel Core i3,4,1TB HDD,AMD Radeon,Windows 10,2.36,58592,1600,900,106.11,0,0,1,0,0,0
949,Acer,Notebook,14.0,1366x768,Other Intel Processor,4,32GB Flash Storage,Intel HD,Chrome OS,1.68,31030,1366,768,111.94,0,0,0,0,0,32
950,HP,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7,8,8GB SSD,Nvidia Quadro,Windows 10,2.0,199959,1920,1080,141.21,1,0,0,8,0,0
951,Dell,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.36,157815,1920,1080,157.35,0,0,0,256,0,0
952,Toshiba,Notebook,13.3,Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 7,1.2,129809,1920,1080,165.63,0,0,0,256,0,0
953,Asus,2 in 1 Convertible,12.5,Full HD 1920x1080,Other Intel Processor,8,64GB Flash Storage,Intel HD,Chrome OS,1.2,103047,1920,1080,176.23,0,0,0,0,0,64
954,Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.7,132386,1920,1080,157.35,1,0,0,256,0,0
955,Dell,Gaming,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7,16,512GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.36,280422,3840,2160,254.67,1,0,1,512,0,0
956,Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.24,168840,1920,1080,165.63,0,1,0,256,0,0
957,HP,2 in 1 Convertible,11.6,Touchscreen 1366x768,Other Intel Processor,4,256GB SSD,Intel HD,Windows 10,1.45,68905,1366,768,135.09,0,1,0,256,0,0
958,Dell,Ultrabook,13.3,Quad HD+ 3200x1800,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.3,112738,3200,1800,276.05,0,0,0,256,0,0
959,Acer,2 in 1 Convertible,11.6,IPS Panel Touchscreen 1366x768,Other Intel Processor,4,32GB Flash Storage,Intel HD,Chrome OS,1.25,34586,1366,768,135.09,1,1,0,0,0,32
960,Toshiba,Notebook,13.3,Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.2,136477,1920,1080,165.63,0,0,0,256,0,0
961,Lenovo,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.36,156482,1920,1080,176.23,1,0,0,256,0,0
962,Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i5,12,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.4,89710,1920,1080,141.21,0,0,1,128,0,0
963,Toshiba,Ultrabook,12.5,Full HD / Touchscreen 1920x1080,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.1,159149,1920,1080,176.23,0,1,0,512,0,0
964,HP,Notebook,15.6,1366x768,Intel Core i5,8,1TB HDD,Nvidia GeForce,Windows 10,2.04,75262,1366,768,100.45,0,0,1,0,0,0
965,Dell,Notebook,15.6,1366x768,Intel Core i3,4,1TB HDD,AMD Radeon,Linux,2.25,41398,1366,768,100.45,0,0,1,0,0,0
966,Dell,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.9,73351,1366,768,100.45,0,0,500,0,0,0
967,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,2.04,60903,1920,1080,141.21,0,0,500,0,0,0
968,Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7,32,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.42,279978,1920,1080,127.34,1,0,1,256,0,0
969,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5,6,256GB SSD,Nvidia GeForce,Windows 10,2.4,61792,1920,1080,141.21,0,0,0,256,0,0
970,Dell,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.22,168840,3200,1800,276.05,0,1,0,512,0,0
971,Dell,Ultrabook,14.0,Touchscreen 2560x1440,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.5,174529,2560,1440,209.8,0,1,0,256,0,0
972,Dell,Gaming,17.3,Full HD 1920x1080,Intel Core i7,32,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.42,248948,1920,1080,127.34,0,0,1,256,0,0
973,Toshiba,Notebook,14.0,Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.95,104914,1920,1080,157.35,0,0,0,256,0,0
974,Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.73,182257,1920,1080,127.34,0,0,1,256,0,0
975,HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.04,87043,1920,1080,141.21,1,0,1,128,0,0
976,Lenovo,Notebook,14.0,1366x768,Intel Core i5,4,508GB Hybrid,Intel HD,Windows 7,1.7,89088,1366,768,111.94,0,0,0,0,508,0
977,Asus,2 in 1 Convertible,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7,16,512GB SSD +  2TB HDD,Nvidia GeForce,Windows 10,2.3,159949,3840,2160,282.42,0,1,2,512,0,0
978,HP,Notebook,15.6,1366x768,Intel Core i7,6,1TB HDD,Intel HD,Windows 10,2.04,51479,1366,768,100.45,0,0,1,0,0,0
979,Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.99,155504,1920,1080,127.34,0,0,1,256,0,0
980,Dell,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7,12,512GB SSD,Intel HD,Windows 10,2.19,115494,1920,1080,141.21,1,1,0,512,0,0
981,Toshiba,Notebook,13.3,Full HD 1920x1080,Intel Core i5,4,128GB SSD,Intel HD,Windows 7,1.2,106247,1920,1080,165.63,0,0,0,128,0,0
982,Lenovo,Notebook,15.6,Full HD 1920x1080,AMD A-Series,6,256GB SSD,AMD Radeon,Windows 10,2.2,48812,1920,1080,141.21,0,0,0,256,0,0
984,Toshiba,Notebook,14.0,1366x768,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.75,81353,1366,768,111.94,0,0,500,0,0,0
985,Dell,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,AMD Radeon,Windows 10,2.25,53257,1366,768,100.45,0,0,500,0,0,0
986,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5,8,1TB HDD,Intel HD,Windows 10,2.04,71661,1920,1080,141.21,0,0,1,0,0,0
987,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.5,105714,1920,1080,141.21,1,0,1,128,0,0
988,Dell,Notebook,15.6,1366x768,Intel Core i7,8,1TB HDD,AMD Radeon,Windows 10,2.36,66594,1366,768,100.45,0,0,1,0,0,0
989,Dell,Notebook,14.0,Full HD 1920x1080,Intel Core i5,8,128GB SSD,Intel HD,Windows 10,1.6,99490,1920,1080,157.35,0,0,0,128,0,0
990,HP,Netbook,12.5,Full HD 1920x1080,Other Intel Processor,8,512GB SSD,Intel HD,Windows 10,0.97,169640,1920,1080,176.23,0,0,0,512,0,0
991,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i3,4,128GB SSD +  1TB HDD,AMD Radeon,Windows 10,2.1,44366,1920,1080,141.21,0,0,1,128,0,0
992,Lenovo,Notebook,15.6,1366x768,Other Intel Processor,4,128GB SSD,Intel HD,No OS,1.9,24061,1366,768,100.45,0,0,0,128,0,0
993,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.3,119940,1920,1080,141.21,0,0,0,256,0,0
